"STATION","NAME","DATE","TMAX","TMIN"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-21","15.0","7.8"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-22","14.4","8.9"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-23","14.4","6.7"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-24","13.9","6.7"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-25","15.0","8.9"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-26","13.9","10.6"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-27","13.9","8.3"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-28","12.2","8.3"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-29","15.6","6.7"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-30","12.2","6.1"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-12-31","13.9","8.9"
